dateTransfer;datetimeTransfer;clientNumber;transferValue;transferCurrency;transferID;transferLog;destinationBankNumber;destinationBankBranch;destinationBankAccount
2022-06-27;2022-06-27T20:10:32Z;4965;9014.43;zing ƒ;20222374;;33;5420;63515-5
2022-06-27;2022-06-27T20:10:11Z;4023;8466.6;dollar $;20222373;;290;1200;54411-1
2022-06-27;2022-06-27T19:36:36Z;3284;11069.41;british pound £;20222372;;666;8521;61977-3
2022-06-27;2022-06-27T16:45:32Z;4965;5695.85;zing ƒ;20222371;;33;8800;65383-7
2022-06-27;2022-06-27T12:31:54Z;3294;9987.75;dollar $;20222370;;666;1979;32970-5
2022-06-27;2022-06-27T09:41:18Z;5188;4565.2;dollar $;20222369;;290;9921;54718-6
2022-06-27;2022-06-27T09:14:21Z;3100;4751.17;british pound £;20222368;;666;6552;46627-9
2022-06-27;2022-06-27T07:33:03Z;1297;4725;dollar $;20222367;;290;1979;33718-6
2022-06-27;2022-06-27T03:40:19Z;1121;7021.81;zing ƒ;20222366;;33;9921;41319-2
2022-06-26;2022-06-26T20:41:16Z;2727;8324;zing ƒ;20222365;;421;2231;50076-8
2022-06-26;2022-06-26T03:36:58Z;3715;7148;dollar $;20222364;;421;2400;42682-2
2022-06-26;2022-06-26T02:41:09Z;5987;6493;dollar $;20222363;;33;1100;50762-3
2022-06-26;2022-06-26T01:16:17Z;5243;6432.39;british pound £;20222362;;666;4425;82585-4
2022-06-25;2022-06-25T20:07:08Z;1121;1421;dollar $;20222361;;290;9921;77258-7
2022-06-25;2022-06-25T17:33:32Z;1455;5554.44;euro €;20222360;;421;4425;42291-1
2022-06-25;2022-06-25T11:27:51Z;1455;6501;zing ƒ;20222359;;33;1100;27768-7
2022-06-25;2022-06-25T08:38:02Z;2727;4785;dollar $;20222358;;666;1002;54413-2
2022-06-25;2022-06-25T07:00:52Z;5832;8578.96;zing ƒ;20222357;;421;6317;62687-8
2022-06-25;2022-06-25T01:47:39Z;6032;4539;dollar $;20222356;;290;1002;30719-2
2022-06-25;2022-06-25T01:25:10Z;3284;5419;zing ƒ;20222355;;33;1200;83980-6
2022-06-24;2022-06-24T17:54:16Z;5987;5300;british pound £;20222354;;421;2400;45971-0
2022-06-24;2022-06-24T17:29:16Z;3284;6192;zing ƒ;20222353;;33;8800;80431-9
2022-06-24;2022-06-24T17:21:26Z;5764;11030.35;british pound £;20222352;;33;8800;36592-1
2022-06-24;2022-06-24T14:56:51Z;3795;4069.81;zing ƒ;20222351;;33;6317;26007-2
2022-06-24;2022-06-24T10:42:28Z;4023;10687;dollar $;20222350;;421;2231;31294-7
2022-06-24;2022-06-24T07:43:01Z;3795;4505;dollar $;20222349;;290;1200;26715-2
2022-06-24;2022-06-24T06:10:38Z;5764;5283;dollar $;20222348;;33;1100;29557-1
2022-06-24;2022-06-24T00:25:09Z;3795;4622;dollar $;20222347;;666;2400;60369-6
2022-06-23;2022-06-23T22:01:22Z;2727;5384.66;dollar $;20222346;;421;1100;62513-1
2022-06-23;2022-06-23T21:37:31Z;5832;6894;dollar $;20222345;;33;1979;25987-2
2022-06-23;2022-06-23T16:40:17Z;1297;8021;dollar $;20222344;;33;8521;25397-7
2022-06-23;2022-06-23T01:41:31Z;4608;8811.42;dollar $;20222343;;666;4078;61219-0
2022-06-23;2022-06-23T00:52:36Z;1217;4282.23;zing ƒ;20222342;;666;5420;46437-2
2022-06-22;2022-06-22T17:39:19Z;3100;7680;dollar $;20222341;;33;6552;43349-7
2022-06-22;2022-06-22T16:41:49Z;4862;7060.09;dollar $;20222340;;33;8800;79674-3
2022-06-22;2022-06-22T15:56:03Z;1455;6332;dollar $;20222339;;666;9921;53655-1
2022-06-22;2022-06-22T15:55:50Z;3294;1499;dollar $;20222338;;33;4425;76968-6
2022-06-22;2022-06-22T15:43:12Z;3100;8365.63;zing ƒ;20222337;;666;4078;35815-2
2022-06-22;2022-06-22T13:30:35Z;1217;5678;dollar $;20222336;;666;5420;60321-9
2022-06-22;2022-06-22T11:09:28Z;5516;8666;zing ƒ;20222335;;33;1002;74601-1
2022-06-22;2022-06-22T00:31:21Z;1945;4618.34;british pound £;20222334;;290;1979;80520-1
2022-06-21;2022-06-21T23:37:31Z;5516;4864.36;dollar $;20222333;;290;8800;79660-7
2022-06-21;2022-06-21T21:34:03Z;3294;5785;zing ƒ;20222332;;666;5420;40636-2
2022-06-21;2022-06-21T18:53:46Z;5516;4104;dollar $;20222331;;666;1100;53481-2
2022-06-21;2022-06-21T17:13:22Z;5516;9400;dollar $;20222330;;290;2400;83753-4
2022-06-21;2022-06-21T12:30:41Z;2727;9844.13;zing ƒ;20222329;;666;4425;80343-5
2022-06-21;2022-06-21T10:53:52Z;2727;5510.36;dollar $;20222328;;666;2400;84377-9
2022-06-21;2022-06-21T09:04:24Z;1455;8359.83;dollar $;20222327;;33;4425;85875-1
2022-06-21;2022-06-21T07:04:47Z;5832;10815.6;zing ƒ;20222326;;290;4078;31010-6
2022-06-21;2022-06-21T05:46:01Z;6032;5305;euro €;20222325;;33;2400;67876-0
2022-06-21;2022-06-21T03:48:54Z;3795;3299;dollar $;20222324;;421;1100;70528-4
2022-06-20;2022-06-20T19:23:42Z;5986;7182.89;dollar $;20222323;;666;1100;65895-0
2022-06-20;2022-06-20T17:27:22Z;2197;6441;zing ƒ;20222322;;666;1200;85425-0
2022-06-20;2022-06-20T16:30:08Z;6032;4861;zing ƒ;20222321;;421;4425;60358-4
2022-06-20;2022-06-20T15:44:37Z;4608;10833;zing ƒ;20222320;;290;1979;71179-1
2022-06-20;2022-06-20T13:20:31Z;5516;7919;dollar $;20222319;;421;9921;26161-8
2022-06-20;2022-06-20T07:13:17Z;5243;4484.62;british pound £;20222318;;666;1002;25393-9
2022-06-20;2022-06-20T05:49:20Z;3284;8601.15;zing ƒ;20222317;;33;5420;50541-9
2022-06-20;2022-06-20T04:55:00Z;5986;4775.55;dollar $;20222316;;421;1002;50962-2
2022-06-20;2022-06-20T02:41:55Z;2727;8557;dollar $;20222315;;33;4078;36787-0
2022-06-20;2022-06-20T00:23:32Z;5764;3305;zing ƒ;20222314;;290;1002;58586-9
2022-06-20;2022-06-20T00:00:10Z;5987;3882;zing ƒ;20222313;;666;4078;52218-7
2022-06-19;2022-06-19T20:21:39Z;5243;6876;dollar $;20222312;;666;8521;75584-0
2022-06-19;2022-06-19T15:00:09Z;4965;7454.85;zing ƒ;20222311;;666;2400;55580-7
2022-06-19;2022-06-19T12:57:10Z;5243;3481;dollar $;20222310;;33;4078;54281-6
2022-06-19;2022-06-19T12:12:05Z;2197;7483.74;dollar $;20222309;;33;1002;64176-0
2022-06-19;2022-06-19T11:27:36Z;4465;2028.27;dollar $;20222308;;666;4078;58461-6
2022-06-18;2022-06-18T16:01:22Z;3795;4818.37;dollar $;20222307;;290;8800;85753-9
2022-06-18;2022-06-18T15:18:29Z;2197;9894;dollar $;20222306;;33;4078;69283-5
2022-06-18;2022-06-18T11:20:42Z;3795;8909.99;zing ƒ;20222305;;33;9921;81913-3
2022-06-18;2022-06-18T10:23:55Z;5516;4021.38;dollar $;20222304;;421;1979;39911-6
2022-06-18;2022-06-18T09:56:44Z;4862;9008;dollar $;20222303;;666;6317;31960-3
2022-06-18;2022-06-18T04:50:34Z;1945;5599.08;dollar $;20222302;;421;8800;50331-5
2022-06-18;2022-06-18T04:13:35Z;1217;4112.17;dollar $;20222301;;666;5420;82138-2
2022-06-17;2022-06-17T23:48:40Z;4965;6732;british pound £;20222300;;290;2231;35152-5
2022-06-17;2022-06-17T21:35:38Z;5516;6495;british pound £;20222299;;290;5420;31821-6
2022-06-17;2022-06-17T20:16:39Z;3294;3991.48;zing ƒ;20222298;;666;3321;86365-0
2022-06-17;2022-06-17T15:21:34Z;4465;5081.16;zing ƒ;20222297;;666;1979;82416-8
2022-06-17;2022-06-17T12:34:24Z;4465;7884;british pound £;20222296;;290;2231;73006-0
2022-06-17;2022-06-17T12:29:42Z;3294;4335.96;zing ƒ;20222295;;33;2400;45158-5
2022-06-17;2022-06-17T11:08:46Z;3795;5930.24;dollar $;20222294;;290;4425;35421-4
2022-06-17;2022-06-17T10:13:01Z;5986;4365.47;dollar $;20222293;;666;1002;56823-1
2022-06-17;2022-06-17T02:42:46Z;4965;6619;dollar $;20222292;;421;1100;62411-4
2022-06-16;2022-06-16T23:41:32Z;2197;5839;zing ƒ;20222291;;666;4078;27256-6
2022-06-16;2022-06-16T18:20:02Z;1217;6463.78;zing ƒ;20222290;;33;8800;48042-6
2022-06-16;2022-06-16T11:59:35Z;5764;3687.82;dollar $;20222289;;421;4425;54132-5
2022-06-16;2022-06-16T08:22:06Z;4608;7973.35;zing ƒ;20222288;;290;9921;33020-9
2022-06-15;2022-06-15T22:41:32Z;1455;10505.75;dollar $;20222287;;421;8521;67975-1
2022-06-15;2022-06-15T18:42:28Z;4023;10478;dollar $;20222286;;33;3321;82912-8
2022-06-15;2022-06-15T17:06:57Z;4965;3688;dollar $;20222285;;666;8800;85035-0
2022-06-15;2022-06-15T15:38:00Z;2489;7903.48;british pound £;20222284;;290;8521;86418-4
2022-06-15;2022-06-15T12:31:17Z;1455;5974;zing ƒ;20222283;;421;2400;72669-9
2022-06-15;2022-06-15T11:12:17Z;5188;9940.55;dollar $;20222282;;421;1002;42384-9
2022-06-15;2022-06-15T10:49:01Z;4465;8089.49;euro €;20222281;;290;2231;76851-0
2022-06-15;2022-06-15T08:07:15Z;5832;10788.31;dollar $;20222280;;666;1979;25063-6
2022-06-15;2022-06-15T05:23:42Z;5986;5888;dollar $;20222279;;33;6552;35569-6
2022-06-15;2022-06-15T01:45:56Z;3100;5715;dollar $;20222278;;421;4078;43459-6
2022-06-14;2022-06-14T21:02:54Z;2197;5507.23;dollar $;20222277;;421;5420;67669-7
2022-06-14;2022-06-14T18:03:08Z;5986;5482.22;zing ƒ;20222276;;421;8521;86148-1
2022-06-14;2022-06-14T17:24:43Z;6032;6774.67;zing ƒ;20222275;;290;4425;48453-6
2022-06-14;2022-06-14T13:40:58Z;2489;7983;dollar $;20222274;;33;4425;61701-1
2022-06-14;2022-06-14T13:21:55Z;1121;7302;dollar $;20222273;408 Request Timeout;666;5420;47709-2
2022-06-14;2022-06-14T12:56:16Z;5832;2663.71;dollar $;20222272;;290;1002;62664-5
2022-06-14;2022-06-14T12:45:34Z;3284;5504;dollar $;20222271;;33;1200;84979-8
2022-06-13;2022-06-13T11:49:45Z;4023;3590;zing ƒ;20222270;;666;4078;78935-8
2022-06-13;2022-06-13T11:04:56Z;5987;5893;dollar $;20222269;;290;6552;60838-8
2022-06-13;2022-06-13T10:45:45Z;5516;7847.61;dollar $;20222268;;421;1100;36546-5
2022-06-13;2022-06-13T06:51:37Z;3100;3579.75;dollar $;20222267;;290;4078;34185-9
2022-06-13;2022-06-13T00:18:35Z;4862;9702.68;dollar $;20222266;;290;8521;39965-3
2022-06-12;2022-06-12T23:14:11Z;2727;5119.67;dollar $;20222265;;33;2400;25049-7
2022-06-12;2022-06-12T20:04:09Z;4965;4487.18;zing ƒ;20222264;;666;8800;55417-3
2022-06-12;2022-06-12T17:13:44Z;5832;5324;zing ƒ;20222263;;290;2400;71195-9
2022-06-12;2022-06-12T14:57:29Z;2197;4517.69;dollar $;20222262;;290;3321;29621-1
2022-06-12;2022-06-12T11:25:20Z;5188;4643;dollar $;20222261;;666;4425;59225-2
2022-06-12;2022-06-12T09:38:52Z;1121;3268.72;dollar $;20222260;;290;2400;40546-3
2022-06-11;2022-06-11T23:41:25Z;5516;5787;dollar $;20222259;;33;3321;59503-3
2022-06-11;2022-06-11T23:22:39Z;5986;8003;zing ƒ;20222258;;666;1979;45927-9
2022-06-11;2022-06-11T22:22:04Z;5188;5219;dollar $;20222257;;421;6317;47729-7
2022-06-11;2022-06-11T22:20:52Z;1217;7179.35;dollar $;20222256;;33;4078;53192-3
2022-06-11;2022-06-11T22:18:35Z;5986;7559;british pound £;20222255;;33;4425;47895-1
2022-06-11;2022-06-11T19:39:58Z;4023;5527;zing ƒ;20222254;;290;2400;51516-8
2022-06-11;2022-06-11T18:54:59Z;3715;600.42;dollar $;20222253;;666;6552;41237-9
2022-06-11;2022-06-11T13:45:07Z;1121;4998;dollar $;20222252;;290;2400;46271-7
2022-06-11;2022-06-11T11:03:29Z;3294;5709.99;zing ƒ;20222251;;421;2400;58454-7
2022-06-11;2022-06-11T07:40:07Z;2489;7851;dollar $;20222250;;421;8521;44540-2
2022-06-11;2022-06-11T05:36:42Z;5243;6661.31;dollar $;20222249;;421;2231;25575-3
2022-06-11;2022-06-11T03:28:25Z;2489;4891;dollar $;20222248;;290;5420;32925-1
2022-06-11;2022-06-11T00:56:05Z;3294;3216;dollar $;20222247;;421;5420;48285-7
2022-06-10;2022-06-10T22:47:31Z;2197;5295;dollar $;20222246;;290;8800;63641-2
2022-06-10;2022-06-10T18:41:41Z;1455;10684.36;dollar $;20222245;;290;6552;32025-8
2022-06-10;2022-06-10T14:01:31Z;4862;8068;dollar $;20222244;;290;6317;82684-1
2022-06-10;2022-06-10T09:50:21Z;2727;5733;dollar $;20222243;;666;2231;79426-9
2022-06-10;2022-06-10T08:19:27Z;6032;5576.46;dollar $;20222242;;33;5420;44659-3
2022-06-10;2022-06-10T02:51:39Z;1121;10142;dollar $;20222241;;33;2400;36594-6
2022-06-09;2022-06-09T23:30:49Z;1455;4575.13;british pound £;20222240;;33;4425;69503-8
2022-06-09;2022-06-09T15:26:43Z;1297;7750.11;dollar $;20222239;;421;6552;52309-6
2022-06-09;2022-06-09T13:59:59Z;5987;7320.73;dollar $;20222238;;290;2400;63497-4
2022-06-09;2022-06-09T11:37:07Z;3294;2990.09;dollar $;20222237;;666;1002;84239-5
2022-06-09;2022-06-09T10:19:10Z;1217;9852;dollar $;20222236;;666;1100;28370-6
2022-06-09;2022-06-09T04:39:28Z;6032;1989;dollar $;20222235;;666;1100;28057-4
2022-06-09;2022-06-09T00:29:24Z;4465;11602.97;zing ƒ;20222234;;290;3321;31373-6
2022-06-08;2022-06-08T21:52:44Z;4023;6995;british pound £;20222233;;421;2400;50530-5
2022-06-08;2022-06-08T21:21:05Z;3284;4423;dollar $;20222232;;421;1200;44354-1
2022-06-08;2022-06-08T20:32:31Z;4023;1064;british pound £;20222231;;33;8800;53724-1
2022-06-08;2022-06-08T17:05:04Z;2727;3356;dollar $;20222230;;33;2400;70002-4
2022-06-08;2022-06-08T10:12:07Z;4023;5587.93;dollar $;20222229;;421;9921;58600-0
2022-06-08;2022-06-08T04:17:36Z;5188;7673;euro €;20222228;;421;1200;77302-3
2022-06-07;2022-06-07T19:48:53Z;3100;2348;dollar $;20222227;;666;5420;64258-3
2022-06-07;2022-06-07T16:10:13Z;3795;3819;dollar $;20222226;;33;4078;48383-3
2022-06-07;2022-06-07T14:31:00Z;2197;6230.14;zing ƒ;20222225;;666;5420;82346-3
2022-06-07;2022-06-07T09:37:47Z;4862;5481;dollar $;20222224;;666;8521;52785-9
2022-06-07;2022-06-07T05:38:41Z;3715;8749;dollar $;20222223;;33;6317;42877-0
2022-06-07;2022-06-07T03:00:21Z;4023;6775.08;dollar $;20222222;;666;9921;78787-0
2022-06-06;2022-06-06T18:09:14Z;5987;5490.45;dollar $;20222221;;290;1100;40569-4
2022-06-06;2022-06-06T17:01:45Z;5764;8148.49;dollar $;20222220;;33;1200;35935-8
2022-06-06;2022-06-06T14:20:56Z;3294;9447.75;dollar $;20222219;;421;1100;46299-1
2022-06-06;2022-06-06T13:53:21Z;3294;6186;dollar $;20222218;;290;6552;72571-8
2022-06-06;2022-06-06T13:37:08Z;6032;9197;dollar $;20222217;;33;4078;74795-2
2022-06-06;2022-06-06T11:27:01Z;1121;6475.39;dollar $;20222216;;421;9921;55142-4
2022-06-05;2022-06-05T23:31:46Z;5516;3602.2;zing ƒ;20222215;;666;4425;60210-6
2022-06-05;2022-06-05T22:06:52Z;2197;8343;dollar $;20222214;;666;1002;26453-1
2022-06-05;2022-06-05T20:50:05Z;1217;6035.49;dollar $;20222213;;33;1979;34769-5
2022-06-05;2022-06-05T19:23:38Z;1217;6524.77;dollar $;20222212;;290;6552;36774-1
2022-06-05;2022-06-05T14:53:55Z;1455;6490.76;dollar $;20222211;;33;1979;75558-2
2022-06-05;2022-06-05T14:15:25Z;5764;2471.18;british pound £;20222210;;666;5420;33750-2
2022-06-05;2022-06-05T09:31:32Z;1121;8933.32;dollar $;20222209;;290;8800;27265-4
2022-06-05;2022-06-05T06:04:42Z;4465;4571.04;zing ƒ;20222208;;666;2400;55880-4
2022-06-05;2022-06-05T03:53:05Z;1455;6217.33;british pound £;20222207;;421;4078;59305-3
2022-06-04;2022-06-04T22:07:58Z;3100;9648;british pound £;20222206;;290;4425;64148-9
2022-06-04;2022-06-04T20:15:36Z;5986;7996.26;dollar $;20222205;;421;2231;50934-6
2022-06-04;2022-06-04T16:40:12Z;5188;6050;dollar $;20222204;;290;1200;56061-4
2022-06-04;2022-06-04T16:10:01Z;4862;6188.5;dollar $;20222203;;421;3321;51926-0
2022-06-04;2022-06-04T13:06:57Z;5832;5164.23;dollar $;20222202;;290;8800;50866-1
2022-06-04;2022-06-04T11:36:18Z;3294;9751.41;zing ƒ;20222201;;666;4078;39253-7
2022-06-04;2022-06-04T11:35:52Z;1297;8085.52;dollar $;20222200;;290;6317;33277-9
2022-06-04;2022-06-04T09:12:12Z;1945;4096;british pound £;20222199;;33;1200;50438-7
2022-06-04;2022-06-04T07:11:38Z;5987;7696.62;dollar $;20222198;;666;8800;82563-1
2022-06-04;2022-06-04T05:06:24Z;5986;5257.01;zing ƒ;20222197;;290;3321;65697-5
2022-06-03;2022-06-03T22:27:05Z;6032;6674.03;dollar $;20222196;;666;4078;25710-8
2022-06-03;2022-06-03T10:43:41Z;5516;7196.57;dollar $;20222195;;421;6317;24786-4
2022-06-02;2022-06-02T21:24:04Z;5832;3669;dollar $;20222194;;421;6552;64667-7
2022-06-02;2022-06-02T15:32:06Z;4862;7557.96;dollar $;20222193;;421;1002;59627-0
2022-06-02;2022-06-02T15:31:03Z;3100;3903;dollar $;20222192;;666;6317;26224-4
2022-06-02;2022-06-02T14:34:03Z;5243;8209;dollar $;20222191;;666;6317;30017-7
2022-06-02;2022-06-02T14:08:12Z;1455;6998.07;dollar $;20222190;;666;8521;47622-9
2022-06-02;2022-06-02T13:15:06Z;2727;7132;dollar $;20222189;;421;2400;30389-9
2022-06-02;2022-06-02T13:07:54Z;3795;1972;british pound £;20222188;;33;2231;83868-6
2022-06-02;2022-06-02T07:17:46Z;5516;6652;dollar $;20222187;;421;6552;42231-2
2022-06-02;2022-06-02T06:18:55Z;5764;2014.4;british pound £;20222186;;421;5420;28598-5
2022-06-02;2022-06-02T05:38:30Z;1945;8361;dollar $;20222185;;666;1200;64463-9
2022-06-01;2022-06-01T21:32:07Z;4608;7066;dollar $;20222184;;666;3321;69903-1
2022-06-01;2022-06-01T19:32:28Z;3294;3154.54;dollar $;20222183;;421;4078;63721-8
2022-06-01;2022-06-01T17:31:04Z;4608;8474.57;british pound £;20222182;;290;8521;83875-8
2022-06-01;2022-06-01T10:34:20Z;1945;6243;zing ƒ;20222181;;666;1979;79056-4
2022-06-01;2022-06-01T06:36:29Z;1455;7756.27;dollar $;20222180;;421;8521;72313-3
2022-06-01;2022-06-01T03:56:01Z;3795;10566;dollar $;20222179;;33;4425;33639-9
2022-06-01;2022-06-01T02:42:56Z;4465;9647;dollar $;20222178;;290;1100;80351-3
2022-06-01;2022-06-01T02:27:08Z;5832;9750.09;zing ƒ;20222177;;421;9921;83535-8
2022-05-31;2022-05-31T21:04:29Z;3795;4924;zing ƒ;20222176;;421;1200;62056-0
2022-05-31;2022-05-31T21:00:20Z;3795;6940;dollar $;20222175;;290;6317;82642-4
2022-05-31;2022-05-31T20:49:09Z;6032;1870;dollar $;20222174;;666;5420;27875-4
2022-05-31;2022-05-31T09:33:27Z;2197;8332.4;zing ƒ;20222173;;290;6552;25972-6
2022-05-31;2022-05-31T05:57:50Z;3795;2391;zing ƒ;20222172;;33;5420;25204-8
2022-05-30;2022-05-30T19:54:22Z;1297;4949;dollar $;20222171;;290;3321;81530-9
2022-05-30;2022-05-30T11:57:41Z;5516;7134.45;dollar $;20222170;;421;9921;68051-5
2022-05-30;2022-05-30T08:49:40Z;4465;9672;zing ƒ;20222169;408 Request Timeout;666;2231;58300-0
2022-05-30;2022-05-30T06:18:41Z;4965;2954;british pound £;20222168;;290;6552;73702-9
2022-05-30;2022-05-30T05:32:02Z;3100;9866.51;zing ƒ;20222167;;421;6552;59371-2
2022-05-30;2022-05-30T01:14:21Z;1217;1250;zing ƒ;20222166;;666;2400;68017-6
2022-05-29;2022-05-29T23:32:03Z;3715;9520;zing ƒ;20222165;;290;2400;59137-9
2022-05-29;2022-05-29T22:17:16Z;1121;9078.63;zing ƒ;20222164;;290;2400;39417-3
2022-05-29;2022-05-29T09:35:37Z;3284;7753.8;zing ƒ;20222163;;421;8800;48433-8
2022-05-28;2022-05-28T23:25:27Z;2727;9933;dollar $;20222162;;33;4078;24848-8
2022-05-28;2022-05-28T23:05:53Z;5764;7644.51;dollar $;20222161;;33;1100;64082-1
2022-05-28;2022-05-28T20:39:01Z;4965;6631.45;dollar $;20222160;;421;8521;26393-9
2022-05-28;2022-05-28T19:39:18Z;4965;9056.06;dollar $;20222159;;421;5420;49698-2
2022-05-28;2022-05-28T16:11:56Z;5188;4210.76;zing ƒ;20222158;;666;1979;63026-2
2022-05-28;2022-05-28T11:18:36Z;3795;4928;dollar $;20222157;;421;4078;76911-2
2022-05-28;2022-05-28T08:32:02Z;5986;11826.25;dollar $;20222156;;421;1979;37726-7
2022-05-28;2022-05-28T03:49:23Z;1455;10922.69;dollar $;20222155;;666;1200;81112-9
2022-05-27;2022-05-27T13:10:47Z;1217;10274.38;dollar $;20222154;;290;1002;76522-4
2022-05-27;2022-05-27T11:15:24Z;5832;7613.92;dollar $;20222153;;33;8521;81806-9
2022-05-27;2022-05-27T10:23:43Z;5764;5042.13;british pound £;20222152;;666;1200;32246-8
2022-05-27;2022-05-27T09:48:35Z;4965;4317.17;dollar $;20222151;;290;2231;27424-8
2022-05-27;2022-05-27T07:32:43Z;5516;7674.19;dollar $;20222150;;421;1002;79966-1
2022-05-27;2022-05-27T06:39:43Z;4023;10924;euro €;20222149;;666;5420;76466-2
2022-05-27;2022-05-27T05:40:45Z;1297;5785;dollar $;20222148;;666;5420;81652-0
2022-05-27;2022-05-27T04:27:49Z;3294;4996.72;zing ƒ;20222147;;421;1200;42262-9
2022-05-26;2022-05-26T15:41:54Z;4023;6274;dollar $;20222146;;421;6317;71712-7
2022-05-26;2022-05-26T09:27:47Z;1121;3194.3;dollar $;20222145;;666;2231;71017-5
2022-05-26;2022-05-26T05:23:44Z;2197;7398;dollar $;20222144;;290;9921;67996-2
2022-05-26;2022-05-26T04:49:11Z;4465;8381;zing ƒ;20222143;;421;9921;52123-2
2022-05-26;2022-05-26T01:08:34Z;1455;4868.52;dollar $;20222142;;421;2400;60111-0
2022-05-25;2022-05-25T22:00:41Z;4965;8425.51;zing ƒ;20222141;;290;6552;38761-1
2022-05-25;2022-05-25T17:21:20Z;2727;9639;zing ƒ;20222140;;666;5420;85260-1
2022-05-25;2022-05-25T16:44:13Z;3715;6687;zing ƒ;20222139;;290;6317;63568-1
2022-05-25;2022-05-25T16:34:22Z;2489;6356.27;dollar $;20222138;;666;8521;44873-6
2022-05-25;2022-05-25T15:20:21Z;2489;4683.5;dollar $;20222137;;421;2231;79755-4
2022-05-25;2022-05-25T04:16:37Z;1455;4921.7;zing ƒ;20222136;;421;8521;46423-2
2022-05-25;2022-05-25T03:00:48Z;1217;5334.72;dollar $;20222135;;33;5420;38955-0
2022-05-25;2022-05-25T02:33:34Z;5188;6308.31;dollar $;20222134;;421;3321;82593-5
2022-05-24;2022-05-24T19:57:47Z;1297;4523.56;british pound £;20222133;;666;2231;49684-2
2022-05-24;2022-05-24T17:36:21Z;2197;6717;british pound £;20222132;;421;4078;75979-6
2022-05-24;2022-05-24T05:45:10Z;1297;4824.93;dollar $;20222131;;421;9921;74225-6
2022-05-24;2022-05-24T04:56:31Z;3795;11771.01;dollar $;20222130;;290;6552;40828-0
2022-05-23;2022-05-23T18:58:10Z;5764;3624.69;dollar $;20222129;;290;8521;86099-7
2022-05-23;2022-05-23T16:56:42Z;1297;4396;dollar $;20222128;;666;1200;30624-7
2022-05-23;2022-05-23T14:51:02Z;1121;844.66;british pound £;20222127;;421;1002;32340-0
2022-05-23;2022-05-23T12:00:21Z;1217;7062.66;dollar $;20222126;;666;4078;34847-3
2022-05-23;2022-05-23T11:25:02Z;1455;6682.82;dollar $;20222125;;290;6317;58643-7
2022-05-23;2022-05-23T04:09:42Z;5188;4367;dollar $;20222124;;33;4425;30992-5
2022-05-22;2022-05-22T19:25:51Z;3715;5949;dollar $;20222123;;290;5420;75671-2
2022-05-22;2022-05-22T13:39:48Z;3100;7772.32;dollar $;20222122;;290;2231;35363-5
2022-05-22;2022-05-22T06:01:51Z;1945;10755.4;british pound £;20222121;;290;1200;38194-9
2022-05-22;2022-05-22T01:36:16Z;3284;2894.31;euro €;20222120;;666;8521;54271-6
2022-05-22;2022-05-22T00:46:45Z;5764;5326.63;dollar $;20222119;;33;8521;70235-6
2022-05-22;2022-05-22T00:24:39Z;2727;4951;dollar $;20222118;;290;4425;64976-3
2022-05-21;2022-05-21T23:53:45Z;2727;8586;dollar $;20222117;;421;4078;78546-3
2022-05-21;2022-05-21T12:58:06Z;3284;5664;dollar $;20222116;;666;3321;41411-4
2022-05-21;2022-05-21T11:15:32Z;5764;7546.13;dollar $;20222115;;421;8800;26042-6
2022-05-21;2022-05-21T09:05:02Z;1945;3871.65;dollar $;20222114;;290;3321;57825-6
2022-05-21;2022-05-21T08:49:23Z;2489;11910.59;dollar $;20222113;;290;9921;68939-0
2022-05-21;2022-05-21T07:53:37Z;4862;8551;dollar $;20222112;;666;6552;35642-4
2022-05-21;2022-05-21T05:57:25Z;1121;6873.79;dollar $;20222111;;666;1979;72533-4
2022-05-21;2022-05-21T00:30:50Z;4023;6353.51;dollar $;20222110;;290;4425;63772-9
2022-05-20;2022-05-20T15:19:11Z;3294;4378.21;dollar $;20222109;;290;1200;34873-7
2022-05-20;2022-05-20T06:50:14Z;4862;8260.11;dollar $;20222108;;421;8800;39374-2
2022-05-20;2022-05-20T05:47:42Z;5516;4596;euro €;20222107;;290;9921;56115-5
2022-05-20;2022-05-20T00:49:59Z;4465;7704;dollar $;20222106;;421;4425;71973-1
2022-05-19;2022-05-19T21:48:21Z;1217;4221;dollar $;20222105;;290;6317;51654-1
2022-05-19;2022-05-19T18:06:08Z;3284;7144.76;euro €;20222104;;421;1002;28149-0
2022-05-19;2022-05-19T17:39:51Z;2489;7333.27;dollar $;20222103;;33;4078;49738-3
2022-05-19;2022-05-19T12:02:09Z;3294;3515;dollar $;20222102;;666;2400;57107-5
2022-05-19;2022-05-19T11:25:01Z;1121;3725;dollar $;20222101;;666;8521;64464-2
2022-05-19;2022-05-19T10:56:43Z;1297;10704;zing ƒ;20222100;;290;1002;35827-8
2022-05-19;2022-05-19T10:05:59Z;5986;9721;british pound £;20222099;;666;8521;50351-4
2022-05-19;2022-05-19T09:21:34Z;3284;5760.82;zing ƒ;20222098;;666;2231;40853-0
2022-05-19;2022-05-19T08:24:55Z;5188;7340.83;dollar $;20222097;;290;2231;74868-0
2022-05-19;2022-05-19T07:21:08Z;1455;6170.73;dollar $;20222096;;33;1100;76738-7
2022-05-19;2022-05-19T07:18:52Z;2727;11683;british pound £;20222095;;421;4425;73294-7
2022-05-19;2022-05-19T02:20:06Z;3795;4657;euro €;20222094;;666;8800;65300-6
